INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF,ZE
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,LEONCIO PRADO,GD-5,00007628,PUSTO DE SALUD NUEVO SANTIAGO,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,LUCANAS,GD-5,00003720,CENTRO DE SALUD LUCANAS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,OCAÑA,GD-5,00003684,CENTRO DE SALUD OCAÑA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,OTOCA,GD-5,00003689,CENTRO DE SALUD OTOCA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,PUQUIO,GD-4,00027735,CENTRO DE SALUD MENTAL COMUNITARIO RUKANAS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAISA,GD-5,00003724,PUESTO DE SALUD SAISA,I-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAN PEDRO,GD-5,00003735,CENTRO DE SALUD SAN PEDRO,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,GD-4,00003687,PUESTO DE SALUD SAN PEDRO DE PALCO,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANCOS,GD-5,00003740,CENTRO DE SALUD SANTA FILOMENA,I-3,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANCOS,GD-5,00003539,PUESTO DE SALUD PALCA,I-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACH O,GD-4,00003717,PUESTO DE SALUD SANTA ANA DE HUAYCAHUACHO,I-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANTA LUCIA,GD-4,00003742,PUESTO DE SALUD HUANCA,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CORACORA,GD-5,00006839,CENTRO DE SALUD SAN MARCOS,I-3,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CORACORA,GD-5,00003523,HOSPITAL DE APOYO DE CORACORA,II-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CORACORA,GD-5,00003718,PUESTO DE SALUD PAMPAMARCA,I-2,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,GD-5,00003529,ANISO,I-2,SIN PRESUPUESTO,SI,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PULLO,GD-5,00003729,CENTRO DE SALUD RELAVE,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PUYUSCA,GD-4,00003524,CENTRO DE SALUD INCUYO,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,GD-3,00003701,CENTRO DE SALUD PAUSA,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,SUCRE,CHILCAYOC,GD-5,00003805,PUESTO DE SALUD CHILCAYOCC,I-2,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,SUCRE,QUEROBAMBA,GD-4,00003808,CENTRO DE SALUD QUEROBAMBA,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,GD-5,00003806,PUESTO DE SALUD SAN SALVADOR DE QUIJE,I-1,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,SUCRE,SORAS,GD-5,00003818,CENTRO DE SALUD SORAS,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,CANARIA,GD-5,00003824,CENTRO DE SALUD CANARIA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,HUALLA,GD-5,00003829,CENTRO DE SALUD HUALLA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,SARHUA,GD-5,00003512,CENTRO DE SALUD SARHUA,I-3,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,GD-5,00003847,CENTRO DE SALUD VILCASHUAMAN,I-4,SIN PRESUPUESTO,NO,NO
AYACUCHO,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VILCAS HUAMAN,VISCHONGO,GD-5,00006609,CENTRO DE SALUD VISCHONGO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CAJABAMBA,GD-4,00007649,CAJABAMBA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CONDEBAMBA,GD-5,00004517,HUAÑIMBA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,ASUNCION,GD-4,00004625,ASUNCION,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00015496,CHONTAPACCHA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004619,HUAMBOCANCHA ALTA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004640,LA TULPUNA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004652,LUCMACUCHO,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004645,MAGNA VALLEJO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004657,PACHACUTEC,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004618,PORCON BAJO,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004654,SAMANACRUZ,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CHETILLA,GD-5,00004653,CHETILLA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,COSPAN,GD-5,00004627,COSPAN,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,ENCAÑADA,GD-5,00004605,ENCAÑADA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,JESUS,GD-5,00004646,JESUS,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,LLACANORA,GD-5,00004604,LLACANORA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,GD-4,00004593,BAÑOS DEL INCA,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,GD-4,00004658,OTUZCO,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,MAGDALENA,GD-5,00004629,SAN SEBASTIAN DE CHOROPAMPA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,MATARA,GD-5,00004603,MATARA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,NAMORA,GD-5,00004602,NAMORA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,SAN JUAN,GD-4,00004633,SAN JUAN,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,JOSE GALVEZ,GD-4,00004488,JOSE GALVEZ,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,SUCRE,GD-5,00004482,SUCRE,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,CHALAMARCA,GD-4,00004718,CHALAMARCA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,CHOTA,GD-4,00004661,CABRACANCHA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,CHOTA,GD-5,00004681,SOILA VICTORIA NUÑEZ SALDAÑA - YURACYACU,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,CHOTA,GD-4,00004660,PATRONA DE CHOTA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LAJAS,GD-5,00004683,CADMALCA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LAJAS,GD-4,00004682,LAJAS,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LAJAS,GD-5,00004686,LLANGODEN,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LLAMA,GD-4,00004763,LLAMA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,CHILETE,GD-3,00004538,DE APOYO CHILETE,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,CONTUMAZA,GD-5,00004622,CATUDEN,I-1,SIN PRESUPUESTO,SI,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,CUPISNIQUE,GD-5,00004590,TRINIDAD,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,SAN BENITO,GD-5,00004551,SANTA ANA,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,YONAN,GD-3,00004587,TEMBLADERA,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00028745,CENTRO DE SALUD MENTAL COMUNITARIO PLENITUD,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-5,00004999,LAS PALMAS DE TINYAYOC,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00006857,NUEVO ORIENTE,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00004987,SUMIDERO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00007745,URCURUME,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-4,00005006,QUEROCOTILLO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,SANTO TOMAS,GD-5,00005020,SANTO TOMAS,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,SOCOTA,GD-5,00005040,VIRGEN DE LA CANDELARIA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004785,APAN BAJO,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004783,C.S. SAN ANTONIO BAJO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004799,EL ALUMBRE,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004784,EL TAMBO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004788,HUANGAMARCA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004800,LA COLPA LLAUCAN,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004789,LA HUALANGA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004791,LLAUCAN,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-5,00004796,SAN JUAN DE LACAMACA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,BAMBAMARCA,GD-4,00006815,VIRGEN DEL CARMEN,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,CHUGUR,GD-5,00004802,CENTRO DE SALUD CHUGUR,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,HUALGAYOC,GD-5,00004806,APAN ALTO,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,HUALGAYOC,GD-5,00004805,CENTRO DE SALUD HUALGAYOC,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,HUALGAYOC,GD-5,00004808,MORAN LIRIO,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,HUALGAYOC,HUALGAYOC,GD-5,00006817,VISTA ALEGRE BAJO,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,JAEN,JAEN,GD-2,00007168,MONTEGRANDE,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,JAEN,JAEN,GD-2,00004211,MORRO SOLAR,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,CHIRINOS,GD-4,00004274,CHIRINOS,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,CHIRINOS,GD-4,00004276,SAN PEDRO DE PERICO,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,HUARANGO,GD-4,00004279,HUARANGO,I-3,SIN PRESUPUESTO,SI,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00007411,BUENOS AIRES,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00004288,LA COIPA,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00004289,LA LIMA DE LA COIPA,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00004294,PACAYPITE,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00004292,PUESTO DE SALUD EL REJO,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00007717,PUESTO DE SALUD SAN FRANCISCO DE LA COIPA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,LA COIPA,GD-4,00004291,VERGEL,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,NAMBALLE,GD-4,00004297,LA BALSA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,NAMBALLE,GD-4,00004296,NAMBALLE,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,3,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,GD-3,00004267,SAN IGNACIO,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MARCOS,ICHOCAN,GD-4,00004489,ICHOCAN,I-3,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,GD-4,00004505,HUAYOBAMBA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,GD-4,00004501,SAN MARCOS,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,CATILLUC,GD-5,00004606,QUILCATE ALTO,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,EL PRADO,GD-4,00004573,LAMASPAMPA,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,GD-4,00004561,SAN MIGUEL,I-4,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,GD-5,00004568,SAN SILVESTRE DE COCHAN,I-2,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,GD-5,00004566,TANTACHUAL BAJO,I-1,SIN PRESUPUESTO,NO,NO
CAJAMARCA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,SAN PABLO,SAN BERNARDINO,GD-4,00004580,SAN BERNARDINO,I-2,SIN PRESUPUESTO,NO,NO
