INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF (*),ZE (**)
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,TAMBO,GD-5,00003798,PUESTO DE SALUD CHALLHUAMAYO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LA MAR,UNIÓN PROGRESO,GD-4,00003762,CENTRO DE SALUD SAN MARTIN,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CABANA,GD-5,00003708,PUESTO DE SALUD CABANA SUR,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,CHIPAO,GD-5,00003711,CENTRO DE SALUD CHIPAO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,LUCANAS,GD-5,00003720,CENTRO DE SALUD LUCANAS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,OTOCA,GD-5,00003689,CENTRO DE SALUD OTOCA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAN CRISTOBAL,GD-5,00003725,CENTRO DE SALUD SAN CRISTOBAL,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAN PEDRO,GD-5,00003735,CENTRO DE SALUD SAN PEDRO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SAN PEDRO,GD-5,00003736,PUESTO DE SALUD SAN PABLO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANCOS,GD-5,00003740,CENTRO DE SALUD SANTA FILOMENA,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,LUCANAS,SANCOS,GD-5,00003541,PUESTO DE SALUD CHAQUIPAMPA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CHUMPI,GD-5,00003519,CENTRO DE SALUD CHUMPI,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CORACORA,GD-5,00006839,CENTRO DE SALUD SAN MARCOS,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,GD-5,00003529,ANISO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PULLO,GD-5,00003535,CENTRO DE SALUD PULLO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,PULLO,GD-5,00003729,CENTRO DE SALUD RELAVE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,GD-5,00003531,PUESTO DE SALUD SAN FRANCISCO DE RIVACAICO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PARINACOCHAS,UPAHUACHO,GD-5,00003532,PUESTO DE SALUD CALPAMAYO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,GD-5,00003692,PUESTO DE SALUD COLTA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,SUCRE,CHILCAYOC,GD-5,00003805,PUESTO DE SALUD CHILCAYOCC,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,GD-5,00003815,SAN PEDRO DE LARCAY,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,CANARIA,GD-5,00003826,PUESTO DE SALUD TACA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,CAYARA,GD-5,00003828,PUESTO DE SALUD CAYARA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,HUALLA,GD-5,00003829,CENTRO DE SALUD HUALLA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUI A,GD-5,00003831,PUESTO DE SALUD HUAMANQUIQUIA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,GD-4,00003838,PUESTO DE SALUD HUANCARAYLLA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,GD-4,00006605,PUESTO DE SALUD HUAMBALPA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,GD-5,00003844,PUESTO DE SALUD PACCHAHUALLHUA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,AYACUCHO,GOBIERNO REGIONAL,AYACUCHO,VILCAS HUAMAN,VISCHONGO,GD-5,00006609,CENTRO DE SALUD VISCHONGO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CACHACHI,GD-5,00004514,ARAQUEDA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CACHACHI,GD-5,00004515,CHUQUIBAMBA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CACHACHI,GD-5,00004529,HIERBA BUENA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CAJABAMBA,GD-4,00007650,COLCABAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,CONDEBAMBA,GD-5,00004516,OTUTO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,SITACOCHA,GD-5,00004524,LLUCHUBAMBA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJABAMBA,SITACOCHA,GD-5,00004519,SAN JUAN DE LLUCHUBAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,GD-3,00004617,PORCON ALTO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,COSPAN,GD-5,00004628,SUNCHUBAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,ENCAÑADA,GD-5,00004614,CHANTA ALTA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,ENCAÑADA,GD-5,00004648,COMBAYO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,ENCAÑADA,GD-5,00004605,ENCAÑADA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,ENCAÑADA,GD-5,00004615,YANACANCHA BAJA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,JESUS,GD-5,00004638,LORITOPAMPA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,JESUS,GD-5,00004639,SAN PABLO DE JESUS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,MAGDALENA,GD-4,00004634,MAGDALENA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,NAMORA,GD-5,00004602,NAMORA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,CHUMUCH,GD-5,00004479,CHUMUCH,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,HUASMIN,GD-5,00004473,HUASMIN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,HUASMIN,GD-5,00004472,JEREZ,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,GD-5,00004478,MIGUEL IGLESIAS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CELENDIN,SOROCHUCO,GD-5,00004470,SOROCHUCO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,CHALAMARCA,GD-4,00004718,CHALAMARCA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,CHALAMARCA,GD-5,00004728,MASINTRANCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,HUAMBOS,GD-4,00004705,CHABARBAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,HUAMBOS,GD-5,00004706,CHALLUARACRA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,HUAMBOS,GD-5,00004704,HUAMBOS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,HUAMBOS,GD-5,00004708,MOLLEBAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LAJAS,GD-5,00004686,LLANGODEN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LAJAS,GD-5,00004689,PAMPACANCHA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,LLAMA,GD-4,00004763,LLAMA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,MIRACOSTA,GD-5,00004771,MIRACOSTA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,PACCHA,GD-5,00004730,PACCHA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,QUEROCOTO,GD-5,00004716,PARIAMARCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,QUEROCOTO,GD-5,00004711,QUEROCOTO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,QUEROCOTO,GD-4,00007711,SEÑOR DE LOS MILAGROS - LA GRANJA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,TACABAMBA,GD-5,00004745,CHUGMAR,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CHOTA,TACABAMBA,GD-5,00004743,LA PUCARA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,SAN BENITO,GD-4,00004552,JAGUEY,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,GD-4,00004549,SANTA CRUZ DE TOLEDO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CONTUMAZA,TANTARICA,GD-5,00004544,CATÁN - TANTARICA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CALLAYUC,GD-5,00004960,EL CUMBE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CALLAYUC,GD-5,00004966,SANTA TERESA DE QUEROMARCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CALLAYUC,GD-5,00004967,SECTOR EL CAMPO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CHOROS,GD-5,00004972,MESARRUME,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUJILLO,GD-5,00004974,CUJILLO,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUJILLO,GD-5,00004975,YUNCHACO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00004989,AMBULCO GRANDE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00004991,LANCHE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00007696,MAMABAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00004982,SALABAMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-4,00004992,SINCHIMACHE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,CUTERVO,GD-5,00004984,VALLE CALLACATE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,LA RAMADA,GD-5,00005028,LLUSHCAPAMPA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,PIMPINGOS,GD-5,00005013,CASA BLANCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-5,00006943,BALCONCILLO,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-5,00005010,INGUER,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CUTERVO,QUEROCOTILLO,GD-5,00007746,LAGUNAS,I-1,NACIONAL,NO,NO
